image_path,label
generated_dataset/bundesliga/augsburg/augsburg-47.jpeg,augsburg
generated_dataset/bundesliga/augsburg/augsburg-48.jpeg,augsburg
generated_dataset/bundesliga/augsburg/augsburg-49.jpeg,augsburg
generated_dataset/bundesliga/augsburg/augsburg-5.jpeg,augsburg
generated_dataset/bundesliga/augsburg/augsburg-50.jpeg,augsburg
generated_dataset/bundesliga/augsburg/augsburg-51.jpeg,augsburg
generated_dataset/bundesliga/augsburg/augsburg-52.jpeg,augsburg
generated_dataset/bundesliga/augsburg/augsburg-53.jpeg,augsburg
generated_dataset/bundesliga/augsburg/augsburg-54.jpeg,augsburg
generated_dataset/bundesliga/augsburg/augsburg-24.jpeg,augsburg
generated_dataset/bundesliga/augsburg/augsburg-4.jpeg,augsburg
generated_dataset/bundesliga/augsburg/augsburg-55.jpeg,augsburg
generated_dataset/bundesliga/augsburg/augsburg-56.jpeg,augsburg
generated_dataset/bundesliga/augsburg/augsburg-57.jpeg,augsburg
generated_dataset/bundesliga/augsburg/augsburg-58.jpeg,augsburg
generated_dataset/bundesliga/augsburg/augsburg-59.jpeg,augsburg
generated_dataset/bundesliga/augsburg/augsburg-6.jpeg,augsburg
generated_dataset/bundesliga/augsburg/augsburg-60.jpeg,augsburg
generated_dataset/bundesliga/augsburg/augsburg-61.jpeg,augsburg
generated_dataset/bundesliga/augsburg/augsburg-62.jpeg,augsburg
generated_dataset/bundesliga/augsburg/augsburg-63.jpeg,augsburg
generated_dataset/bundesliga/augsburg/augsburg-64.jpeg,augsburg
generated_dataset/bundesliga/augsburg/augsburg-65.jpeg,augsburg
generated_dataset/bundesliga/augsburg/augsburg-66.jpeg,augsburg
generated_dataset/bundesliga/augsburg/augsburg-67.jpeg,augsburg
generated_dataset/bundesliga/augsburg/augsburg-68.jpeg,augsburg
generated_dataset/bundesliga/augsburg/augsburg-69.jpeg,augsburg
generated_dataset/bundesliga/augsburg/augsburg-7.jpeg,augsburg
generated_dataset/bundesliga/augsburg/augsburg-70.jpeg,augsburg
generated_dataset/bundesliga/augsburg/augsburg-71.jpeg,augsburg
generated_dataset/bundesliga/augsburg/augsburg-72.jpeg,augsburg
generated_dataset/bundesliga/augsburg/augsburg-73.jpeg,augsburg
generated_dataset/bundesliga/augsburg/augsburg-74.jpeg,augsburg
generated_dataset/bundesliga/augsburg/augsburg-8.jpeg,augsburg
generated_dataset/bundesliga/augsburg/augsburg-9.jpeg,augsburg
generated_dataset/bundesliga/bayern/bayern-0.jpeg,bayern
generated_dataset/bundesliga/bayern/bayern-1.jpeg,bayern
generated_dataset/bundesliga/bayern/bayern-10.jpeg,bayern
generated_dataset/bundesliga/bayern/bayern-11.jpeg,bayern
generated_dataset/bundesliga/bayern/bayern-12.jpeg,bayern
generated_dataset/bundesliga/bayern/bayern-13.jpeg,bayern
generated_dataset/bundesliga/bayern/bayern-14.jpeg,bayern
generated_dataset/bundesliga/bayern/bayern-15.jpeg,bayern
generated_dataset/bundesliga/bayern/bayern-16.jpeg,bayern
generated_dataset/bundesliga/bayern/bayern-17.jpeg,bayern
generated_dataset/bundesliga/bayern/bayern-18.jpeg,bayern
generated_dataset/bundesliga/bayern/bayern-19.jpeg,bayern
generated_dataset/bundesliga/bayern/bayern-2.jpeg,bayern
generated_dataset/bundesliga/bayern/bayern-20.jpeg,bayern
generated_dataset/bundesliga/bayern/bayern-21.jpeg,bayern
generated_dataset/bundesliga/bayern/bayern-22.jpeg,bayern
generated_dataset/bundesliga/bayern/bayern-23.jpeg,bayern
generated_dataset/bundesliga/bayern/bayern-41.jpeg,bayern
generated_dataset/bundesliga/bayern/bayern-42.jpeg,bayern
generated_dataset/bundesliga/bayern/bayern-43.jpeg,bayern
generated_dataset/bundesliga/bayern/bayern-44.jpeg,bayern
generated_dataset/bundesliga/bayern/bayern-45.jpeg,bayern
generated_dataset/bundesliga/bayern/bayern-46.jpeg,bayern
generated_dataset/bundesliga/bayern/bayern-47.jpeg,bayern
generated_dataset/bundesliga/bayern/bayern-48.jpeg,bayern
generated_dataset/bundesliga/bayern/bayern-49.jpeg,bayern
generated_dataset/bundesliga/bayern/bayern-5.jpeg,bayern
generated_dataset/bundesliga/bayern/bayern-50.jpeg,bayern
generated_dataset/bundesliga/bayern/bayern-51.jpeg,bayern
generated_dataset/bundesliga/bayern/bayern-52.jpeg,bayern
generated_dataset/bundesliga/bayern/bayern-53.jpeg,bayern
generated_dataset/bundesliga/bayern/bayern-54.jpeg,bayern
generated_dataset/bundesliga/bayern/bayern-55.jpeg,bayern
generated_dataset/bundesliga/bayern/bayern-56.jpeg,bayern
generated_dataset/bundesliga/bayern/bayern-58.jpeg,bayern
generated_dataset/bundesliga/bayern/bayern-59.jpeg,bayern
generated_dataset/bundesliga/bayern/bayern-6.jpeg,bayern
generated_dataset/bundesliga/bayern/bayern-60.jpeg,bayern
generated_dataset/bundesliga/bayern/bayern-61.jpeg,bayern
generated_dataset/bundesliga/bayern/bayern-62.jpeg,bayern
generated_dataset/bundesliga/bayern/bayern-63.jpeg,bayern
generated_dataset/bundesliga/bayern/bayern-64.jpeg,bayern
generated_dataset/bundesliga/bayern/bayern-65.jpeg,bayern
generated_dataset/bundesliga/bayern/bayern-66.jpeg,bayern
generated_dataset/bundesliga/bayern/bayern-67.jpeg,bayern
generated_dataset/bundesliga/bayern/bayern-68.jpeg,bayern
generated_dataset/bundesliga/bayern/bayern-69.jpeg,bayern
generated_dataset/bundesliga/bayern/bayern-7.jpeg,bayern
generated_dataset/bundesliga/bayern/bayern-70.jpeg,bayern
generated_dataset/bundesliga/bayern/bayern-71.jpeg,bayern
generated_dataset/bundesliga/bayern/bayern-72.jpeg,bayern
generated_dataset/bundesliga/bayern/bayern-73.jpeg,bayern
generated_dataset/bundesliga/bayern/bayern-74.jpeg,bayern
generated_dataset/bundesliga/bayern/bayern-8.jpeg,bayern
generated_dataset/bundesliga/bayern/bayern-9.jpeg,bayern
generated_dataset/bundesliga/bayern/bayern-24.jpeg,bayern
generated_dataset/bundesliga/bayern/bayern-40.jpeg,bayern
generated_dataset/bundesliga/bayern/bayern-57.jpeg,bayern
generated_dataset/bundesliga/bayern/bayern-25.jpeg,bayern
generated_dataset/bundesliga/bayern/bayern-26.jpeg,bayern
generated_dataset/bundesliga/bayern/bayern-27.jpeg,bayern
generated_dataset/bundesliga/bayern/bayern-28.jpeg,bayern
generated_dataset/bundesliga/bayern/bayern-29.jpeg,bayern
generated_dataset/bundesliga/bayern/bayern-3.jpeg,bayern
generated_dataset/bundesliga/bayern/bayern-30.jpeg,bayern
generated_dataset/bundesliga/bayern/bayern-31.jpeg,bayern
generated_dataset/bundesliga/bayern/bayern-32.jpeg,bayern
generated_dataset/bundesliga/bayern/bayern-33.jpeg,bayern
generated_dataset/bundesliga/bayern/bayern-34.jpeg,bayern
generated_dataset/bundesliga/bayern/bayern-35.jpeg,bayern
generated_dataset/bundesliga/bayern/bayern-36.jpeg,bayern
generated_dataset/bundesliga/bayern/bayern-37.jpeg,bayern
generated_dataset/bundesliga/bayern/bayern-38.jpeg,bayern
generated_dataset/bundesliga/bayern/bayern-39.jpeg,bayern
generated_dataset/bundesliga/bayern/bayern-4.jpeg,bayern
generated_dataset/bundesliga/bremen/bremen-0.jpeg,bremen
generated_dataset/bundesliga/bremen/bremen-1.jpeg,bremen
generated_dataset/bundesliga/bremen/bremen-10.jpeg,bremen
generated_dataset/bundesliga/bremen/bremen-11.jpeg,bremen
generated_dataset/bundesliga/bremen/bremen-12.jpeg,bremen
generated_dataset/bundesliga/bremen/bremen-13.jpeg,bremen
generated_dataset/bundesliga/bremen/bremen-14.jpeg,bremen
generated_dataset/bundesliga/bremen/bremen-15.jpeg,bremen
generated_dataset/bundesliga/bremen/bremen-16.jpeg,bremen
generated_dataset/bundesliga/bremen/bremen-17.jpeg,bremen
generated_dataset/bundesliga/bremen/bremen-18.jpeg,bremen
generated_dataset/bundesliga/bremen/bremen-19.jpeg,bremen
generated_dataset/bundesliga/bremen/bremen-2.jpeg,bremen
generated_dataset/bundesliga/bremen/bremen-20.jpeg,bremen
generated_dataset/bundesliga/bremen/bremen-21.jpeg,bremen
generated_dataset/bundesliga/bremen/bremen-22.jpeg,bremen
generated_dataset/bundesliga/bremen/bremen-23.jpeg,bremen
generated_dataset/bundesliga/bremen/bremen-41.jpeg,bremen
generated_dataset/bundesliga/bremen/bremen-42.jpeg,bremen
generated_dataset/bundesliga/bremen/bremen-43.jpeg,bremen
generated_dataset/bundesliga/bremen/bremen-44.jpeg,bremen
generated_dataset/bundesliga/bremen/bremen-45.jpeg,bremen
generated_dataset/bundesliga/bremen/bremen-46.jpeg,bremen
generated_dataset/bundesliga/bremen/bremen-47.jpeg,bremen
generated_dataset/bundesliga/bremen/bremen-48.jpeg,bremen
generated_dataset/bundesliga/bremen/bremen-49.jpeg,bremen
generated_dataset/bundesliga/bremen/bremen-5.jpeg,bremen
generated_dataset/bundesliga/bremen/bremen-50.jpeg,bremen
generated_dataset/bundesliga/bremen/bremen-51.jpeg,bremen
generated_dataset/bundesliga/bremen/bremen-52.jpeg,bremen
generated_dataset/bundesliga/bremen/bremen-53.jpeg,bremen
generated_dataset/bundesliga/bremen/bremen-54.jpeg,bremen
generated_dataset/bundesliga/bremen/bremen-55.jpeg,bremen
generated_dataset/bundesliga/bremen/bremen-56.jpeg,bremen
generated_dataset/bundesliga/bremen/bremen-24.jpeg,bremen
generated_dataset/bundesliga/bremen/bremen-40.jpeg,bremen
generated_dataset/bundesliga/bremen/bremen-57.jpeg,bremen
generated_dataset/bundesliga/bremen/bremen-25.jpeg,bremen
generated_dataset/bundesliga/bremen/bremen-26.jpeg,bremen
generated_dataset/bundesliga/bremen/bremen-27.jpeg,bremen
generated_dataset/bundesliga/bremen/bremen-28.jpeg,bremen
generated_dataset/bundesliga/bremen/bremen-29.jpeg,bremen
generated_dataset/bundesliga/bremen/bremen-3.jpeg,bremen
generated_dataset/bundesliga/bremen/bremen-30.jpeg,bremen
generated_dataset/bundesliga/bremen/bremen-31.jpeg,bremen
generated_dataset/bundesliga/bremen/bremen-32.jpeg,bremen
generated_dataset/bundesliga/bremen/bremen-33.jpeg,bremen
generated_dataset/bundesliga/bremen/bremen-34.jpeg,bremen
generated_dataset/bundesliga/bremen/bremen-35.jpeg,bremen
generated_dataset/bundesliga/bremen/bremen-36.jpeg,bremen
generated_dataset/bundesliga/bremen/bremen-37.jpeg,bremen
generated_dataset/bundesliga/bremen/bremen-38.jpeg,bremen
generated_dataset/bundesliga/bremen/bremen-39.jpeg,bremen
generated_dataset/bundesliga/bremen/bremen-4.jpeg,bremen
generated_dataset/bundesliga/bremen/bremen-58.jpeg,bremen
generated_dataset/bundesliga/bremen/bremen-59.jpeg,bremen
generated_dataset/bundesliga/bremen/bremen-6.jpeg,bremen
generated_dataset/bundesliga/bremen/bremen-60.jpeg,bremen
generated_dataset/bundesliga/bremen/bremen-61.jpeg,bremen
generated_dataset/bundesliga/bremen/bremen-62.jpeg,bremen
generated_dataset/bundesliga/bremen/bremen-63.jpeg,bremen
generated_dataset/bundesliga/bremen/bremen-64.jpeg,bremen
generated_dataset/bundesliga/bremen/bremen-65.jpeg,bremen
generated_dataset/bundesliga/bremen/bremen-66.jpeg,bremen
generated_dataset/bundesliga/bremen/bremen-67.jpeg,bremen
generated_dataset/bundesliga/bremen/bremen-68.jpeg,bremen
generated_dataset/bundesliga/bremen/bremen-69.jpeg,bremen
generated_dataset/bundesliga/bremen/bremen-7.jpeg,bremen
generated_dataset/bundesliga/bremen/bremen-70.jpeg,bremen
generated_dataset/bundesliga/bremen/bremen-71.jpeg,bremen
generated_dataset/bundesliga/bremen/bremen-72.jpeg,bremen
generated_dataset/bundesliga/bremen/bremen-73.jpeg,bremen
generated_dataset/bundesliga/bremen/bremen-74.jpeg,bremen
generated_dataset/bundesliga/bremen/bremen-8.jpeg,bremen
generated_dataset/bundesliga/bremen/bremen-9.jpeg,bremen
generated_dataset/bundesliga/dortmund/dortmund-0.jpeg,dortmund
generated_dataset/bundesliga/dortmund/dortmund-1.jpeg,dortmund
generated_dataset/bundesliga/dortmund/dortmund-10.jpeg,dortmund
generated_dataset/bundesliga/dortmund/dortmund-11.jpeg,dortmund
generated_dataset/bundesliga/dortmund/dortmund-12.jpeg,dortmund
generated_dataset/bundesliga/dortmund/dortmund-13.jpeg,dortmund
generated_dataset/bundesliga/dortmund/dortmund-14.jpeg,dortmund
generated_dataset/bundesliga/dortmund/dortmund-15.jpeg,dortmund
generated_dataset/bundesliga/dortmund/dortmund-16.jpeg,dortmund
generated_dataset/bundesliga/dortmund/dortmund-17.jpeg,dortmund
generated_dataset/bundesliga/dortmund/dortmund-18.jpeg,dortmund
generated_dataset/bundesliga/dortmund/dortmund-19.jpeg,dortmund
generated_dataset/bundesliga/dortmund/dortmund-2.jpeg,dortmund
generated_dataset/bundesliga/dortmund/dortmund-20.jpeg,dortmund
generated_dataset/bundesliga/dortmund/dortmund-21.jpeg,dortmund
generated_dataset/bundesliga/dortmund/dortmund-22.jpeg,dortmund
generated_dataset/bundesliga/dortmund/dortmund-23.jpeg,dortmund
generated_dataset/bundesliga/dortmund/dortmund-40.jpeg,dortmund
generated_dataset/bundesliga/dortmund/dortmund-41.jpeg,dortmund
generated_dataset/bundesliga/dortmund/dortmund-42.jpeg,dortmund
generated_dataset/bundesliga/dortmund/dortmund-43.jpeg,dortmund
generated_dataset/bundesliga/dortmund/dortmund-44.jpeg,dortmund
generated_dataset/bundesliga/dortmund/dortmund-45.jpeg,dortmund
generated_dataset/bundesliga/dortmund/dortmund-46.jpeg,dortmund
generated_dataset/bundesliga/dortmund/dortmund-47.jpeg,dortmund
generated_dataset/bundesliga/dortmund/dortmund-48.jpeg,dortmund
generated_dataset/bundesliga/dortmund/dortmund-49.jpeg,dortmund
generated_dataset/bundesliga/dortmund/dortmund-5.jpeg,dortmund
generated_dataset/bundesliga/dortmund/dortmund-50.jpeg,dortmund
generated_dataset/bundesliga/dortmund/dortmund-51.jpeg,dortmund
generated_dataset/bundesliga/dortmund/dortmund-52.jpeg,dortmund
generated_dataset/bundesliga/dortmund/dortmund-53.jpeg,dortmund
generated_dataset/bundesliga/dortmund/dortmund-54.jpeg,dortmund
generated_dataset/bundesliga/dortmund/dortmund-24.jpeg,dortmund
generated_dataset/bundesliga/dortmund/dortmund-4.jpeg,dortmund
generated_dataset/bundesliga/dortmund/dortmund-55.jpeg,dortmund
generated_dataset/bundesliga/dortmund/dortmund-25.jpeg,dortmund
generated_dataset/bundesliga/dortmund/dortmund-26.jpeg,dortmund
generated_dataset/bundesliga/dortmund/dortmund-27.jpeg,dortmund
generated_dataset/bundesliga/dortmund/dortmund-28.jpeg,dortmund
generated_dataset/bundesliga/dortmund/dortmund-29.jpeg,dortmund
generated_dataset/bundesliga/dortmund/dortmund-3.jpeg,dortmund
generated_dataset/bundesliga/dortmund/dortmund-30.jpeg,dortmund
generated_dataset/bundesliga/dortmund/dortmund-31.jpeg,dortmund
generated_dataset/bundesliga/dortmund/dortmund-32.jpeg,dortmund
generated_dataset/bundesliga/dortmund/dortmund-33.jpeg,dortmund
generated_dataset/bundesliga/dortmund/dortmund-34.jpeg,dortmund
generated_dataset/bundesliga/dortmund/dortmund-35.jpeg,dortmund
generated_dataset/bundesliga/dortmund/dortmund-36.jpeg,dortmund
generated_dataset/bundesliga/dortmund/dortmund-37.jpeg,dortmund
generated_dataset/bundesliga/dortmund/dortmund-38.jpeg,dortmund
generated_dataset/bundesliga/dortmund/dortmund-39.jpeg,dortmund
generated_dataset/bundesliga/dortmund/dortmund-56.jpeg,dortmund
generated_dataset/bundesliga/dortmund/dortmund-57.jpeg,dortmund
generated_dataset/bundesliga/dortmund/dortmund-58.jpeg,dortmund
generated_dataset/bundesliga/dortmund/dortmund-59.jpeg,dortmund
generated_dataset/bundesliga/dortmund/dortmund-6.jpeg,dortmund
generated_dataset/bundesliga/dortmund/dortmund-60.jpeg,dortmund
generated_dataset/bundesliga/dortmund/dortmund-61.jpeg,dortmund
generated_dataset/bundesliga/dortmund/dortmund-62.jpeg,dortmund
generated_dataset/bundesliga/dortmund/dortmund-63.jpeg,dortmund
generated_dataset/bundesliga/dortmund/dortmund-64.jpeg,dortmund
generated_dataset/bundesliga/dortmund/dortmund-65.jpeg,dortmund
generated_dataset/bundesliga/dortmund/dortmund-66.jpeg,dortmund
generated_dataset/bundesliga/dortmund/dortmund-67.jpeg,dortmund
generated_dataset/bundesliga/dortmund/dortmund-68.jpeg,dortmund
generated_dataset/bundesliga/dortmund/dortmund-69.jpeg,dortmund
generated_dataset/bundesliga/dortmund/dortmund-7.jpeg,dortmund
generated_dataset/bundesliga/dortmund/dortmund-70.jpeg,dortmund
generated_dataset/bundesliga/dortmund/dortmund-71.jpeg,dortmund
generated_dataset/bundesliga/dortmund/dortmund-72.jpeg,dortmund
generated_dataset/bundesliga/dortmund/dortmund-73.jpeg,dortmund
generated_dataset/bundesliga/dortmund/dortmund-74.jpeg,dortmund
generated_dataset/bundesliga/dortmund/dortmund-8.jpeg,dortmund
generated_dataset/bundesliga/dortmund/dortmund-9.jpeg,dortmund
generated_dataset/bundesliga/dusseldorf/dusseldorf-0.jpeg,dusseldorf
generated_dataset/bundesliga/dusseldorf/dusseldorf-1.jpeg,dusseldorf
generated_dataset/bundesliga/dusseldorf/dusseldorf-10.jpeg,dusseldorf
generated_dataset/bundesliga/dusseldorf/dusseldorf-11.jpeg,dusseldorf
generated_dataset/bundesliga/dusseldorf/dusseldorf-12.jpeg,dusseldorf
generated_dataset/bundesliga/dusseldorf/dusseldorf-13.jpeg,dusseldorf
generated_dataset/bundesliga/dusseldorf/dusseldorf-14.jpeg,dusseldorf
generated_dataset/bundesliga/dusseldorf/dusseldorf-15.jpeg,dusseldorf
generated_dataset/bundesliga/dusseldorf/dusseldorf-16.jpeg,dusseldorf
generated_dataset/bundesliga/dusseldorf/dusseldorf-17.jpeg,dusseldorf
generated_dataset/bundesliga/dusseldorf/dusseldorf-18.jpeg,dusseldorf
generated_dataset/bundesliga/dusseldorf/dusseldorf-19.jpeg,dusseldorf
generated_dataset/bundesliga/dusseldorf/dusseldorf-2.jpeg,dusseldorf
generated_dataset/bundesliga/dusseldorf/dusseldorf-20.jpeg,dusseldorf
generated_dataset/bundesliga/dusseldorf/dusseldorf-21.jpeg,dusseldorf
generated_dataset/bundesliga/dusseldorf/dusseldorf-22.jpeg,dusseldorf
generated_dataset/bundesliga/dusseldorf/dusseldorf-4.jpeg,dusseldorf
generated_dataset/bundesliga/dusseldorf/dusseldorf-40.jpeg,dusseldorf
generated_dataset/bundesliga/dusseldorf/dusseldorf-41.jpeg,dusseldorf
generated_dataset/bundesliga/dusseldorf/dusseldorf-42.jpeg,dusseldorf
generated_dataset/bundesliga/dusseldorf/dusseldorf-43.jpeg,dusseldorf
generated_dataset/bundesliga/dusseldorf/dusseldorf-44.jpeg,dusseldorf
generated_dataset/bundesliga/dusseldorf/dusseldorf-45.jpeg,dusseldorf
generated_dataset/bundesliga/dusseldorf/dusseldorf-46.jpeg,dusseldorf
generated_dataset/bundesliga/dusseldorf/dusseldorf-47.jpeg,dusseldorf
generated_dataset/bundesliga/dusseldorf/dusseldorf-48.jpeg,dusseldorf
generated_dataset/bundesliga/dusseldorf/dusseldorf-49.jpeg,dusseldorf
generated_dataset/bundesliga/dusseldorf/dusseldorf-5.jpeg,dusseldorf
generated_dataset/bundesliga/dusseldorf/dusseldorf-50.jpeg,dusseldorf
generated_dataset/bundesliga/dusseldorf/dusseldorf-51.jpeg,dusseldorf
generated_dataset/bundesliga/dusseldorf/dusseldorf-52.jpeg,dusseldorf
generated_dataset/bundesliga/dusseldorf/dusseldorf-53.jpeg,dusseldorf
generated_dataset/bundesliga/dusseldorf/dusseldorf-55.jpeg,dusseldorf
generated_dataset/bundesliga/dusseldorf/dusseldorf-56.jpeg,dusseldorf
generated_dataset/bundesliga/dusseldorf/dusseldorf-57.jpeg,dusseldorf
generated_dataset/bundesliga/dusseldorf/dusseldorf-58.jpeg,dusseldorf
generated_dataset/bundesliga/dusseldorf/dusseldorf-59.jpeg,dusseldorf
generated_dataset/bundesliga/dusseldorf/dusseldorf-6.jpeg,dusseldorf
generated_dataset/bundesliga/dusseldorf/dusseldorf-60.jpeg,dusseldorf
generated_dataset/bundesliga/dusseldorf/dusseldorf-61.jpeg,dusseldorf
generated_dataset/bundesliga/dusseldorf/dusseldorf-62.jpeg,dusseldorf
generated_dataset/bundesliga/dusseldorf/dusseldorf-63.jpeg,dusseldorf
generated_dataset/bundesliga/dusseldorf/dusseldorf-64.jpeg,dusseldorf
generated_dataset/bundesliga/dusseldorf/dusseldorf-65.jpeg,dusseldorf
generated_dataset/bundesliga/dusseldorf/dusseldorf-66.jpeg,dusseldorf
generated_dataset/bundesliga/dusseldorf/dusseldorf-67.jpeg,dusseldorf
generated_dataset/bundesliga/dusseldorf/dusseldorf-68.jpeg,dusseldorf
generated_dataset/bundesliga/dusseldorf/dusseldorf-69.jpeg,dusseldorf
generated_dataset/bundesliga/dusseldorf/dusseldorf-7.jpeg,dusseldorf
generated_dataset/bundesliga/dusseldorf/dusseldorf-70.jpeg,dusseldorf
generated_dataset/bundesliga/dusseldorf/dusseldorf-71.jpeg,dusseldorf
generated_dataset/bundesliga/dusseldorf/dusseldorf-72.jpeg,dusseldorf
generated_dataset/bundesliga/dusseldorf/dusseldorf-73.jpeg,dusseldorf
generated_dataset/bundesliga/dusseldorf/dusseldorf-74.jpeg,dusseldorf
generated_dataset/bundesliga/dusseldorf/dusseldorf-8.jpeg,dusseldorf
generated_dataset/bundesliga/dusseldorf/dusseldorf-9.jpeg,dusseldorf
generated_dataset/bundesliga/dusseldorf/dusseldorf-23.jpeg,dusseldorf
generated_dataset/bundesliga/dusseldorf/dusseldorf-39.jpeg,dusseldorf
generated_dataset/bundesliga/dusseldorf/dusseldorf-54.jpeg,dusseldorf
generated_dataset/bundesliga/dusseldorf/dusseldorf-24.jpeg,dusseldorf
generated_dataset/bundesliga/dusseldorf/dusseldorf-25.jpeg,dusseldorf
generated_dataset/bundesliga/dusseldorf/dusseldorf-26.jpeg,dusseldorf
generated_dataset/bundesliga/dusseldorf/dusseldorf-27.jpeg,dusseldorf
generated_dataset/bundesliga/dusseldorf/dusseldorf-28.jpeg,dusseldorf
generated_dataset/bundesliga/dusseldorf/dusseldorf-29.jpeg,dusseldorf
generated_dataset/bundesliga/dusseldorf/dusseldorf-3.jpeg,dusseldorf
generated_dataset/bundesliga/dusseldorf/dusseldorf-30.jpeg,dusseldorf
generated_dataset/bundesliga/dusseldorf/dusseldorf-31.jpeg,dusseldorf
generated_dataset/bundesliga/dusseldorf/dusseldorf-32.jpeg,dusseldorf
generated_dataset/bundesliga/dusseldorf/dusseldorf-33.jpeg,dusseldorf
generated_dataset/bundesliga/dusseldorf/dusseldorf-34.jpeg,dusseldorf
generated_dataset/bundesliga/dusseldorf/dusseldorf-35.jpeg,dusseldorf
generated_dataset/bundesliga/dusseldorf/dusseldorf-36.jpeg,dusseldorf
generated_dataset/bundesliga/dusseldorf/dusseldorf-37.jpeg,dusseldorf
generated_dataset/bundesliga/dusseldorf/dusseldorf-38.jpeg,dusseldorf
generated_dataset/bundesliga/frankfurt/frankfurt-0.jpeg,frankfurt
generated_dataset/bundesliga/frankfurt/frankfurt-1.jpeg,frankfurt
generated_dataset/bundesliga/frankfurt/frankfurt-10.jpeg,frankfurt
generated_dataset/bundesliga/frankfurt/frankfurt-11.jpeg,frankfurt
generated_dataset/bundesliga/frankfurt/frankfurt-12.jpeg,frankfurt
generated_dataset/bundesliga/frankfurt/frankfurt-13.jpeg,frankfurt
generated_dataset/bundesliga/frankfurt/frankfurt-14.jpeg,frankfurt
generated_dataset/bundesliga/frankfurt/frankfurt-15.jpeg,frankfurt
generated_dataset/bundesliga/frankfurt/frankfurt-16.jpeg,frankfurt
generated_dataset/bundesliga/frankfurt/frankfurt-17.jpeg,frankfurt
generated_dataset/bundesliga/frankfurt/frankfurt-18.jpeg,frankfurt
generated_dataset/bundesliga/frankfurt/frankfurt-19.jpeg,frankfurt
generated_dataset/bundesliga/frankfurt/frankfurt-2.jpeg,frankfurt
generated_dataset/bundesliga/frankfurt/frankfurt-20.jpeg,frankfurt
generated_dataset/bundesliga/frankfurt/frankfurt-21.jpeg,frankfurt
generated_dataset/bundesliga/frankfurt/frankfurt-22.jpeg,frankfurt
generated_dataset/bundesliga/frankfurt/frankfurt-55.jpeg,frankfurt
generated_dataset/bundesliga/frankfurt/frankfurt-56.jpeg,frankfurt
generated_dataset/bundesliga/frankfurt/frankfurt-57.jpeg,frankfurt
generated_dataset/bundesliga/frankfurt/frankfurt-58.jpeg,frankfurt
generated_dataset/bundesliga/frankfurt/frankfurt-59.jpeg,frankfurt
generated_dataset/bundesliga/frankfurt/frankfurt-6.jpeg,frankfurt
